contract_id,invoice_date,worker_id,worker_nationality,worker_profession,client_company,client_sector,region,contract_type,contract_duration_months,purchase_order_amount_sar,worker_salary_sar,operational_cost_sar,net_profit_sar,profit_margin_pct
MP-2024-81631,3/5/2024,W-016139,Indian,Scaffolder,Diriyah Company,Real Estate,Riyadh,Short-Term,1,5539,2774,1171,1594,28.78
MP-2025-59368,28/12/2025,W-016140,Pakistani,Rigger,Diriyah Company,Real Estate,Riyadh,Annual,12,82560,43164,8148,31248,37.85
MP-2024-40921,11/3/2024,W-016141,Bangladeshi,Industrial Painter,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,2,10714,6106,2668,1940,18.11
MP-2025-68722,8/3/2025,W-016143,Indian,Welder,Diriyah Company,Real Estate,Riyadh,Annual,12,61980,33060,9516,19404,31.31
MP-2024-69904,30/09/2024,W-016146,Bangladeshi,Heavy Equipment Operator,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,88764,48504,8472,31788,35.81
MP-2024-85854,1/6/2024,W-016147,Pakistani,Welder,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,75336,33492,10980,30864,40.97
MP-2024-64993,4/2/2025,W-016149,Bangladeshi,Helper / Labourer,Ma'aden,Mining,Northern Borders,Short-Term,1,3169,1471,909,31,0.98
MP-2025-48102,26/10/2025,W-016150,Bangladeshi,Electrician,Ma'aden,Mining,Northern Borders,Short-Term,6,45486,25602,7896,11988,26.36
MP-2024-13010,28/04/2025,W-016151,Ethiopian,Driver (Heavy),Bechtel KSA,EPC Contractor,Tabuk,Annual,12,61440,34620,16056,10764,17.52
MP-2024-97752,5/8/2025,W-016153,Sudanese,Civil Engineer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,6,93474,53904,4950,34620,37.04
MP-2024-85577,8/9/2024,W-016155,Yemeni,Welder,SABIC,Petrochemical,Eastern Province,Short-Term,3,22887,10635,3015,9237,40.36
MP-2024-87268,25/06/2024,W-016156,Bangladeshi,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,16215,8091,3774,4350,26.83
MP-2025-31395,22/05/2024,W-016157,Bangladeshi,Scaffolder,Royal Commission Yanbu,Industrial,Madinah,Annual,12,48996,27876,12588,8532,17.41
MP-2025-54461,12/10/2025,W-016159,Sudanese,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,2,6464,3672,2592,200,3.09
MP-2024-65115,13/05/2024,W-016162,Pakistani,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,82488,37500,10212,34776,42.16
MP-2025-97417,6/8/2024,W-016164,Indian,Driver (Heavy),ROSHN,Real Estate,Riyadh,Annual,12,57720,36840,9756,11124,19.27
MP-2024-79283,17/03/2025,W-016167,Egyptian,Site Supervisor,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,148356,85980,15216,47160,31.79
MP-2025-73185,23/10/2025,W-016170,Indian,Welder,Marafiq,Utilities,Eastern Province,Short-Term,1,5150,2672,1032,1446,28.08
MP-2025-83113,26/06/2024,W-016172,Indian,Welder,NEOM,Mega Project,Tabuk,Annual,12,80652,35532,10908,34212,42.42
MP-2025-28673,16/05/2024,W-016174,Indian,Scaffolder,ROSHN,Real Estate,Riyadh,Short-Term,2,9868,5008,2016,2844,28.82
MP-2025-69793,15/09/2024,W-016176,Bangladeshi,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,43884,21594,4320,17970,40.95
MP-2025-78987,12/11/2024,W-016178,Ethiopian,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Annual,12,62712,33780,14688,14244,22.71
MP-2025-33114,17/01/2024,W-016181,Sudanese,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,73416,35628,12840,24948,33.98
MP-2025-68598,1/5/2025,W-016182,Yemeni,Civil Foreman,NWC,Water,Riyadh,Multi-Year,24,178752,115584,27216,3569,2
MP-2025-50696,21/02/2025,W-016183,Yemeni,HVAC Technician,Diriyah Company,Real Estate,Riyadh,Annual,12,91536,51720,16680,23136,25.28
MP-2024-78133,6/8/2025,W-016186,Sudanese,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,140208,77232,28536,34440,24.56
MP-2025-86778,18/05/2024,W-016189,Saudi,Welder,NEOM,Mega Project,Tabuk,Annual,12,110088,52944,4716,52428,47.62
MP-2025-70375,6/8/2024,W-016191,Bangladeshi,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Short-Term,6,30390,14130,5214,11046,36.35
MP-2025-98993,20/04/2025,W-016194,Indian,Mechanical Technician,ROSHN,Real Estate,Riyadh,Short-Term,2,10214,5682,2268,-127,-1.24
MP-2025-33318,31/05/2025,W-016196,Nepali,Safety Officer,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,26688,15357,2739,8592,32.19
MP-2024-84063,17/12/2025,W-016198,Bangladeshi,QC Inspector,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,18,177156,115038,26658,35460,20.02
MP-2025-77481,12/12/2025,W-016200,Sri Lankan,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,73908,35316,15684,22908,31
MP-2025-65514,23/12/2024,W-016203,Nepali,QC Inspector,Royal Commission Yanbu,Industrial,Madinah,Short-Term,1,11983,7335,1241,3407,28.43
MP-2024-53501,6/3/2024,W-016204,Nepali,Driver (Heavy),SABIC,Petrochemical,Eastern Province,Annual,12,57024,30348,11688,14988,26.28
MP-2025-99108,10/5/2025,W-016206,Bangladeshi,Scaffolder,Diriyah Company,Real Estate,Riyadh,Multi-Year,36,225972,112284,37764,75924,33.6
MP-2024-37107,12/11/2025,W-016207,Indian,HVAC Technician,NEOM,Mega Project,Tabuk,Annual,12,77676,36744,12096,28836,37.12
MP-2024-76847,31/01/2024,W-016209,Indian,Rigger,NEOM,Mega Project,Tabuk,Short-Term,3,24759,11682,3543,9534,38.51
MP-2025-97622,6/10/2024,W-016211,Indian,Helper / Labourer,Marafiq,Utilities,Eastern Province,Short-Term,1,3189,1750,1226,213,6.68
MP-2025-75595,3/11/2025,W-016212,Sudanese,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Short-Term,2,7698,3064,2676,1958,25.44
MP-2024-57501,29/11/2024,W-016215,Bangladeshi,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,3305,1585,720,60,1.82
MP-2024-95519,1/9/2025,W-016217,Sudanese,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,52404,20988,8448,22968,43.83
MP-2024-44119,16/09/2025,W-016220,Nepali,Safety Officer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,100776,53268,14196,33312,33.06
MP-2025-53744,7/2/2025,W-016223,Pakistani,Scaffolder,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,12744,6267,2709,3768,29.57
MP-2025-38535,17/01/2024,W-016224,Nepali,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,84636,45036,15192,24408,28.84
MP-2025-94931,26/02/2024,W-016226,Sudanese,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,107964,48444,14580,44940,41.62
MP-2025-92810,17/11/2025,W-016229,Pakistani,Industrial Painter,Marafiq,Utilities,Eastern Province,Annual,12,54588,31848,15012,7728,14.16
MP-2025-67759,16/04/2025,W-016231,Nepali,Electrician,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,81924,47484,8604,25836,31.54
MP-2025-89820,7/9/2025,W-016232,Pakistani,HVAC Technician,SABIC,Petrochemical,Eastern Province,Multi-Year,36,194724,94212,38880,61632,31.65
MP-2024-37806,11/5/2024,W-016234,Bangladeshi,Pipe Fitter,Royal Commission Yanbu,Industrial,Madinah,Annual,12,56064,32184,14616,9264,16.52
MP-2025-19927,3/1/2025,W-016236,Bangladeshi,HVAC Technician,Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,24,135624,69864,22344,43416,32.01
MP-2025-64221,28/03/2024,W-016238,Bangladeshi,Document Controller,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,76860,45756,11112,19992,26.01
MP-2025-82924,17/05/2025,W-016241,Indian,Document Controller,Saudi Electricity Co.,Power,Riyadh,Short-Term,2,17360,10072,2604,4684,26.98
MP-2024-40872,31/12/2024,W-016242,Filipino,Mechanical Technician,ROSHN,Real Estate,Riyadh,Short-Term,2,13706,7002,2274,4430,32.32
MP-2024-63810,22/06/2025,W-016245,Pakistani,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Short-Term,3,9645,4479,2289,2877,29.83
MP-2024-11285,5/5/2024,W-016248,Indonesian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,51072,22332,11424,17316,33.91
MP-2025-13350,24/11/2025,W-016250,Filipino,Rigger,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,1,6696,3199,1317,2180,32.56
MP-2025-87927,18/05/2025,W-016252,Pakistani,Mechanical Technician,NEOM,Mega Project,Tabuk,Annual,12,119640,53076,16392,50172,41.94
MP-2025-93099,29/10/2024,W-016254,Egyptian,Scaffolder,SABIC,Petrochemical,Eastern Province,Short-Term,3,17247,7860,2868,6519,37.8
MP-2025-85649,31/05/2024,W-016255,Sudanese,Civil Engineer,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,271692,181458,14634,75600,27.83
MP-2025-37097,16/07/2025,W-016258,Bangladeshi,Scaffolder,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,2,8126,4322,1780,2024,24.91
MP-2024-64618,28/01/2024,W-016261,Bangladeshi,Warehouse Keeper,NEOM,Mega Project,Tabuk,Short-Term,1,6591,2778,1015,2798,42.45
MP-2025-59499,17/01/2024,W-016264,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,6,18804,8136,6084,4584,24.38
MP-2025-67126,8/1/2025,W-016265,Filipino,Rigger,Ma'aden,Mining,Northern Borders,Annual,12,85068,43080,13164,28824,33.88
MP-2025-69334,29/04/2024,W-016266,Indian,QC Inspector,NEOM,Mega Project,Tabuk,Multi-Year,24,361080,176688,40488,7888,2.18
MP-2025-33735,13/12/2024,W-016268,Pakistani,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Annual,12,67584,37392,12372,17820,26.37
MP-2025-58390,27/01/2025,W-016269,Sudanese,Warehouse Keeper,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,80520,38256,10788,31476,39.09
MP-2024-26624,10/7/2024,W-016272,Indian,Helper / Labourer,Marafiq,Utilities,Eastern Province,Short-Term,1,2887,1492,735,660,22.86
MP-2025-82158,8/1/2025,W-016274,Indian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,11979,5565,2232,4182,34.91
MP-2025-23519,17/05/2024,W-016275,Filipino,Scaffolder,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,13299,7413,3924,1962,14.75
MP-2025-90285,28/04/2025,W-016277,Indonesian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,10929,5697,2367,2865,26.21
MP-2025-10012,21/06/2025,W-016279,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,44220,20292,14808,9120,20.62
MP-2024-70957,11/3/2025,W-016280,Indian,Civil Engineer,Saudi Electricity Co.,Power,Riyadh,Annual,12,230556,132780,19512,78264,33.95
MP-2025-13568,5/8/2025,W-016282,Nepali,Document Controller,Ma'aden,Mining,Northern Borders,Short-Term,3,30504,16356,3648,10500,34.42
MP-2025-46364,7/1/2025,W-016285,Indian,HVAC Technician,ROSHN,Real Estate,Riyadh,Short-Term,6,47442,25260,8268,13914,29.33
MP-2024-12256,28/03/2025,W-016288,Pakistani,Pipe Fitter,NWC,Water,Riyadh,Annual,12,57852,31992,10908,14952,25.85
MP-2024-53590,28/09/2025,W-016290,Nepali,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,8736,4695,3189,852,9.75
MP-2025-31573,11/10/2024,W-016293,Pakistani,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,83100,42672,8112,32316,38.89
MP-2025-10936,21/05/2025,W-016295,Egyptian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,70512,34008,26736,9768,13.85
MP-2025-78363,10/8/2024,W-016298,Indonesian,Welder,Saudi Electricity Co.,Power,Riyadh,Annual,12,44976,26856,9504,590,1.31
MP-2025-33812,7/3/2024,W-016299,Filipino,Electrician,NEOM,Mega Project,Tabuk,Annual,12,115524,49020,9444,57060,49.39
MP-2025-39411,5/4/2025,W-016302,Yemeni,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,34932,18642,6030,10260,29.37
MP-2024-65850,6/12/2025,W-016303,Filipino,Helper / Labourer,Ma'aden,Mining,Northern Borders,Annual,12,33972,15840,13956,4176,12.29
MP-2025-77618,6/5/2024,W-016305,Bangladeshi,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,13683,7449,3033,3201,23.39
MP-2025-83940,30/12/2024,W-016307,Sudanese,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,1,3487,1787,1209,491,14.08
MP-2025-73096,5/11/2025,W-016308,Pakistani,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,44886,19452,6366,-3015,-6.72
MP-2025-52642,25/06/2025,W-016310,Indian,Electrician,Ma'aden,Mining,Northern Borders,Annual,12,98832,49080,8220,-4470,-4.52
MP-2024-12151,20/10/2024,W-016311,Pakistani,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Multi-Year,24,69408,39552,22416,7440,10.72
MP-2024-66114,27/11/2025,W-016312,Indian,Rigger,ROSHN,Real Estate,Riyadh,Multi-Year,18,82008,48060,21204,12744,15.54
MP-2025-15903,13/02/2024,W-016313,Yemeni,Electrician,NEOM,Mega Project,Tabuk,Short-Term,6,43212,22296,6048,14868,34.41
MP-2024-95303,28/01/2025,W-016315,Filipino,Electrician,SABIC,Petrochemical,Eastern Province,Annual,12,83208,39144,15864,28200,33.89
MP-2024-98833,18/08/2024,W-016318,Bangladeshi,Heavy Equipment Operator,Saudi Electricity Co.,Power,Riyadh,Annual,12,92820,52404,10728,29688,31.98
MP-2024-73506,9/2/2024,W-016321,Egyptian,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,65124,28992,9456,26676,40.96
MP-2025-62609,20/12/2025,W-016322,Nepali,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,18417,7617,3549,-1380,-7.49
MP-2025-74987,9/10/2025,W-016323,Yemeni,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,60216,28500,12876,18840,31.29
MP-2025-37624,16/03/2024,W-016325,Sudanese,Project Engineer,Ma'aden,Mining,Northern Borders,Short-Term,3,75561,41454,5001,29106,38.52
MP-2024-40123,3/10/2025,W-016328,Pakistani,Safety Officer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,93816,57420,12588,23808,25.38
MP-2025-60469,6/6/2024,W-016330,Bangladeshi,Welder,Petro Rabigh,Petrochemical,Makkah,Short-Term,1,4599,2404,1025,1170,25.44
MP-2024-86546,29/12/2024,W-016332,Sudanese,Rigger,NWC,Water,Riyadh,Annual,12,64164,34584,13476,16104,25.1
MP-2025-25693,22/04/2025,W-016333,Nepali,Welder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,76548,44316,10296,21936,28.66
MP-2024-44741,15/09/2024,W-016335,Indian,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,5001,2344,863,1794,35.87
MP-2024-88590,28/02/2025,W-016338,Filipino,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,6,20178,10674,4884,4620,22.9
MP-2025-83099,15/02/2024,W-016340,Filipino,Mechanical Technician,Saudi Electricity Co.,Power,Riyadh,Short-Term,2,17766,8842,1966,6958,39.16
MP-2025-31598,15/11/2024,W-016341,Sudanese,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,153648,80544,23448,49656,32.32
MP-2025-10445,23/06/2024,W-016343,Nepali,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Short-Term,3,16140,9045,2394,4701,29.13
MP-2025-29980,31/03/2024,W-016344,Filipino,Civil Engineer,Petro Rabigh,Petrochemical,Makkah,Annual,12,133872,88344,17256,28272,21.12
MP-2024-92369,5/1/2025,W-016345,Yemeni,Electrician,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,18,119250,64260,23544,31446,26.37
MP-2024-67488,9/6/2024,W-016347,Indian,Industrial Painter,SABIC,Petrochemical,Eastern Province,Short-Term,2,10098,5376,2094,2628,26.02
MP-2024-29850,20/02/2025,W-016349,Indian,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,76428,31536,11664,33228,43.48
MP-2025-76402,4/6/2025,W-016350,Filipino,Helper / Labourer,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,41364,18816,14568,7980,19.29
MP-2024-85389,23/10/2024,W-016352,Filipino,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,85320,36288,9216,39816,46.67
MP-2025-63591,31/05/2025,W-016354,Egyptian,Safety Officer,Petro Rabigh,Petrochemical,Makkah,Multi-Year,24,192192,106104,39696,46392,24.14
MP-2024-34474,2/2/2024,W-016355,Indian,Pipe Fitter,Diriyah Company,Real Estate,Riyadh,Annual,12,87156,47688,13176,26292,30.17
MP-2025-15404,31/07/2024,W-016358,Nepali,Scaffolder,SABIC,Petrochemical,Eastern Province,Annual,12,80172,37368,15780,27024,33.71
MP-2024-23815,11/2/2025,W-016360,Pakistani,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,49896,19476,15636,14784,29.63
MP-2025-35421,14/03/2024,W-016361,Pakistani,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Short-Term,3,9162,4881,3042,1239,13.52
MP-2024-51618,16/08/2025,W-016362,Indian,Industrial Painter,Saudi Electricity Co.,Power,Riyadh,Annual,12,62124,34980,11220,824,1.33
MP-2024-63791,30/10/2025,W-016363,Sudanese,Electrician,NWC,Water,Riyadh,Annual,12,73008,45000,16116,11892,16.29
MP-2024-65870,18/10/2025,W-016364,Indonesian,Helper / Labourer,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,24,69552,32136,16200,21216,30.5
MP-2025-90419,18/08/2025,W-016366,Sri Lankan,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,67560,36456,16788,14316,21.19
MP-2025-34108,8/3/2025,W-016369,Bangladeshi,Civil Engineer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,184464,109128,14148,61188,33.17
MP-2024-24904,24/10/2024,W-016370,Bangladeshi,Scaffolder,Worley KSA,EPC Contractor,Eastern Province,Short-Term,3,11361,6348,2394,-455,-4
MP-2024-13429,23/02/2024,W-016372,Yemeni,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,27600,15888,9396,2316,8.39
MP-2025-74544,19/10/2024,W-016375,Sudanese,Driver (Heavy),Saudi Electricity Co.,Power,Riyadh,Annual,12,68400,35376,9348,23676,34.61
MP-2025-39938,29/06/2025,W-016376,Yemeni,Civil Engineer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,164688,96432,14856,53400,32.42
MP-2025-43544,8/2/2024,W-016377,Pakistani,Rigger,Red Sea Global,Tourism Dev,Tabuk,Annual,12,102948,45852,12204,44892,43.61
MP-2025-40765,18/10/2025,W-016378,Bangladeshi,Industrial Painter,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,51036,29340,12084,9612,18.83
MP-2024-45336,14/03/2025,W-016379,Bangladeshi,Document Controller,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,3,22875,12657,2772,-1611,-7.04
MP-2025-81323,6/9/2024,W-016382,Bangladeshi,Welder,Petro Rabigh,Petrochemical,Makkah,Annual,12,59796,35328,13032,11436,19.13
MP-2024-68169,28/05/2024,W-016383,Nepali,Welder,SABIC,Petrochemical,Eastern Province,Annual,12,77028,37680,10344,29004,37.65
MP-2024-59120,20/11/2025,W-016385,Filipino,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,14736,6129,3474,5133,34.83
MP-2024-52844,9/7/2024,W-016386,Yemeni,Mechanical Technician,Worley KSA,EPC Contractor,Eastern Province,Multi-Year,36,198504,104724,25488,68292,34.4
MP-2025-27098,30/01/2025,W-016388,Sudanese,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,7994,3266,793,-571,-7.14
MP-2025-25869,8/9/2025,W-016391,Pakistani,Mechanical Technician,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,1,7801,4007,921,2873,36.83
MP-2024-10744,6/12/2024,W-016393,Egyptian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Annual,12,53856,21384,11088,21384,39.71
MP-2024-57383,5/7/2024,W-016395,Indian,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,105984,43080,14856,48048,45.34
MP-2024-17120,10/2/2025,W-016397,Pakistani,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,76680,36720,11808,28152,36.71
MP-2024-97070,4/11/2024,W-016400,Indian,Mechanical Technician,Ma'aden,Mining,Northern Borders,Short-Term,2,17700,8454,2236,7010,39.6
MP-2025-98826,22/12/2024,W-016401,Bangladeshi,Pipe Fitter,Ma'aden,Mining,Northern Borders,Multi-Year,18,116190,56196,23328,36666,31.56
MP-2024-51582,26/04/2024,W-016402,Indian,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Short-Term,6,34464,17766,5274,11424,33.15
MP-2024-19746,19/11/2025,W-016403,Bangladeshi,Warehouse Keeper,Saudi Electricity Co.,Power,Riyadh,Multi-Year,24,124344,60696,15600,48048,38.64
MP-2025-50667,21/11/2024,W-016406,Indian,Electrician,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,3,13392,7842,4155,1395,10.42
MP-2025-62863,1/4/2024,W-016408,Indian,Welder,Red Sea Global,Tourism Dev,Tabuk,Short-Term,1,6479,3275,1049,2155,33.26
MP-2024-69647,15/06/2024,W-016409,Indonesian,Site Supervisor,Saudi Electricity Co.,Power,Riyadh,Annual,12,148260,88380,9888,1255,0.85
MP-2025-48111,12/5/2024,W-016411,Egyptian,HVAC Technician,Petro Rabigh,Petrochemical,Makkah,Annual,12,108420,51924,8472,48024,44.29
MP-2025-32613,6/11/2024,W-016414,Egyptian,Helper / Labourer,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,3,8811,4470,2841,1500,17.02
MP-2025-79228,29/05/2024,W-016415,Pakistani,Helper / Labourer,ROSHN,Real Estate,Riyadh,Multi-Year,24,55944,33024,17016,5904,10.55
MP-2025-62472,26/02/2024,W-016416,Bangladeshi,Project Engineer,NEOM,Mega Project,Tabuk,Short-Term,3,61869,35040,5022,21807,35.25
MP-2025-29249,7/3/2024,W-016418,Pakistani,Scaffolder,SABIC,Petrochemical,Eastern Province,Multi-Year,18,131634,59850,15354,56430,42.87
MP-2024-66380,4/2/2024,W-016420,Nepali,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,295272,121428,26208,147636,50
MP-2025-93986,11/3/2025,W-016423,Yemeni,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,87048,39900,15432,1861,2.14
MP-2025-85576,1/12/2025,W-016426,Pakistani,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,44520,21120,7920,15480,34.77
MP-2025-93719,17/10/2024,W-016428,Pakistani,Instrument Technician,SABIC,Petrochemical,Eastern Province,Annual,12,97776,48648,13680,35448,36.25
MP-2024-66625,9/9/2025,W-016430,Indian,Rigger,Ma'aden,Mining,Northern Borders,Annual,12,82488,43656,9972,28860,34.99
MP-2025-51912,19/02/2024,W-016432,Ethiopian,Helper / Labourer,SABIC,Petrochemical,Eastern Province,Short-Term,1,3650,1611,1068,971,26.6
MP-2025-94444,19/01/2024,W-016435,Nepali,Pipe Fitter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,87624,42996,13188,31440,35.88
MP-2024-75823,10/3/2024,W-016438,Pakistani,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,34368,18456,15708,204,0.59
MP-2024-65839,12/10/2025,W-016439,Indian,Electrician,SABIC,Petrochemical,Eastern Province,Multi-Year,36,212436,105732,40860,65844,30.99
MP-2024-76915,29/06/2025,W-016442,Egyptian,Welder,Ma'aden,Mining,Northern Borders,Short-Term,1,5052,2440,738,1874,37.09
MP-2025-88993,22/05/2024,W-016445,Indian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,1,3137,1411,1024,702,22.38
MP-2024-78039,18/12/2024,W-016447,Indian,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,13653,7695,2343,3615,26.48
MP-2025-34723,27/05/2024,W-016448,Pakistani,Instrument Technician,Diriyah Company,Real Estate,Riyadh,Multi-Year,24,200112,126936,31728,41448,20.71
MP-2024-89849,15/09/2024,W-016449,Indian,Safety Officer,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,28962,16662,4176,8124,28.05
MP-2024-54876,21/02/2024,W-016452,Pakistani,Civil Foreman,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,193008,97584,27144,68280,35.38
MP-2025-57040,6/12/2025,W-016455,Nepali,Instrument Technician,ROSHN,Real Estate,Riyadh,Multi-Year,24,177720,98616,18888,60216,33.88
MP-2025-69484,1/6/2024,W-016456,Filipino,QC Inspector,Saudi Electricity Co.,Power,Riyadh,Annual,12,135312,86220,11424,37668,27.84
MP-2024-23366,6/11/2025,W-016459,Indian,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,19053,7800,3471,7782,40.84
MP-2025-63084,13/08/2025,W-016461,Indonesian,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Annual,12,39936,21912,9060,8964,22.45
MP-2024-39903,23/06/2024,W-016462,Filipino,Helper / Labourer,Ma'aden,Mining,Northern Borders,Short-Term,3,9138,4008,3669,1461,15.99
MP-2024-86646,17/04/2024,W-016463,Bangladeshi,Document Controller,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,90036,52548,12120,25368,28.18
MP-2024-24628,10/3/2025,W-016466,Filipino,Pipe Fitter,Red Sea Global,Tourism Dev,Tabuk,Annual,12,90600,42132,9684,1107,1.22
MP-2024-19766,4/4/2025,W-016469,Pakistani,HVAC Technician,NEOM,Mega Project,Tabuk,Annual,12,104496,48564,9576,46356,44.36
MP-2025-40318,10/7/2025,W-016470,Indian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,39120,19740,10560,8820,22.55
MP-2025-14085,26/03/2025,W-016472,Yemeni,Welder,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,18537,8145,3117,7275,39.25
MP-2025-82321,13/04/2024,W-016475,Indian,Instrument Technician,Red Sea Global,Tourism Dev,Tabuk,Multi-Year,24,190632,105360,30096,55176,28.94
MP-2025-74507,7/5/2025,W-016478,Saudi,Helper / Labourer,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,55260,31104,3900,20256,36.66
MP-2024-52090,28/08/2024,W-016479,Egyptian,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,104436,49944,13596,40896,39.16
MP-2025-37939,26/08/2024,W-016480,Indian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,32880,16272,16464,144,0.44
